#string_protein_id	preferred_name	protein_size	annotation
1347342.BN863_31040	CDF80816.1	44	annotation not available
1347342.BN863_31050	CDF80817.1	339	annotation not available
1347342.BN863_31060	CDF80818.1	55	annotation not available
1347342.BN863_31070	CDF80819.1	242	annotation not available
1347342.BN863_31080	CDF80820.1	65	annotation not available
1347342.BN863_31090	CDF80821.1	420	annotation not available
1347342.BN863_3110	BN863_3110	280	annotation not available
1347342.BN863_31100	CDF80822.1	181	annotation not available
1347342.BN863_31110	CDF80823.1	309	annotation not available
1347342.BN863_31120	CDF80824.1	274	Belongs to the short-chain dehydrogenases/reductases (SDR) family
1347342.BN863_31130	CDF80825.1	341	annotation not available
1347342.BN863_31140	CDF80826.1	286	annotation not available
1347342.BN863_31150	CDF80827.1	323	annotation not available
1347342.BN863_31160	CDF80828.1	382	annotation not available
1347342.BN863_31170	CDF80829.1	307	annotation not available
1347342.BN863_31180	CDF80830.1	107	annotation not available
1347342.BN863_31190	CDF80831.1	243	Belongs to the SOS response-associated peptidase family. 
1347342.BN863_3120	BN863_3120	901	annotation not available
1347342.BN863_31200	CDF80832.1	307	annotation not available
1347342.BN863_31210	CDF80833.1	271	annotation not available
1347342.BN863_31220	CDF80834.1	93	annotation not available
1347342.BN863_31230	CDF80835.1	215	annotation not available
1347342.BN863_31240	CDF80836.1	218	annotation not available
1347342.BN863_31250	CDF80837.1	364	annotation not available
1347342.BN863_31260	CDF80838.1	195	annotation not available
1347342.BN863_31270	CDF80839.1	95	annotation not available
1347342.BN863_31280	CDF80840.1	800	annotation not available
1347342.BN863_31290	CDF80841.1	191	annotation not available
1347342.BN863_3130	BN863_3130	149	annotation not available
1347342.BN863_31300	CDF80842.1	276	annotation not available
1347342.BN863_31310	CDF80843.1	204	annotation not available
1347342.BN863_31320	CDF80844.1	309	annotation not available
1347342.BN863_31330	CDF80845.1	277	annotation not available
1347342.BN863_31340	CDF80846.1	462	annotation not available
1347342.BN863_31350	CDF80847.1	179	Belongs to the sigma-70 factor family. ECF subfamily. 
1347342.BN863_31360	CDF80848.1	591	annotation not available
1347342.BN863_31370	CDF80849.1	462	annotation not available
1347342.BN863_31380	CDF80850.1	192	annotation not available
1347342.BN863_31390	CDF80851.1	406	Belongs to the peptidase M24B family. 
1347342.BN863_3140	metK	417	Catalyzes the formation of S-adenosylmethionine (AdoMet) from methionine and ATP. The overall synthetic reaction is composed of two sequential steps, AdoMet formation and the subsequent tripolyphosphate hydrolysis which occurs prior to release of AdoMet from the enzyme. 
1347342.BN863_31400	CDF80852.1	411	annotation not available
1347342.BN863_31410	CDF80853.1	261	annotation not available
1347342.BN863_31420	CDF80854.1	120	annotation not available
1347342.BN863_31430	CDF80855.1	120	annotation not available
1347342.BN863_31440	CDF80856.1	199	annotation not available
1347342.BN863_31450	CDF80857.1	251	annotation not available
1347342.BN863_31460	CDF80858.1	388	Probably acts as a heme chaperone, transferring heme to an unknown acceptor. Binds one molecule of heme per monomer, possibly covalently. Binds 1 [4Fe-4S] cluster. The cluster is coordinated with 3 cysteines and an exchangeable S-adenosyl-L-methionine. 
1347342.BN863_31470	ruvC	197	Nuclease that resolves Holliday junction intermediates in genetic recombination. Cleaves the cruciform structure in supercoiled DNA by nicking to strands with the same polarity at sites symmetrically opposed at the junction in the homologous arms and leaves a 5'-terminal phosphate and a 3'-terminal hydroxyl group
1347342.BN863_31480	CDF80860.1	214	annotation not available
1347342.BN863_31490	CDF80861.1	320	annotation not available
1347342.BN863_3150	BN863_3150	408	annotation not available
1347342.BN863_31500	CDF80862.1	376	annotation not available
1347342.BN863_31510	CDF80863.1	158	annotation not available
1347342.BN863_31520	CDF80864.1	454	annotation not available
1347342.BN863_31530	CDF80865.1	119	annotation not available
1347342.BN863_31540	CDF80866.1	167	annotation not available
1347342.BN863_31550	CDF80867.1	216	annotation not available
1347342.BN863_31560	CDF80868.1	662	annotation not available
1347342.BN863_31570	CDF80869.1	345	annotation not available
1347342.BN863_31580	CDF80870.1	891	annotation not available
1347342.BN863_31590	CDF80871.1	420	annotation not available
1347342.BN863_3160	BN863_3160	112	Belongs to the P(II) protein family. 
1347342.BN863_31600	CDF80872.1	963	annotation not available
1347342.BN863_31610	CDF80873.1	204	annotation not available
1347342.BN863_31620	CDF80874.1	112	annotation not available
1347342.BN863_31630	CDF80875.1	1643	annotation not available
1347342.BN863_31640	CDF80876.1	756	annotation not available
1347342.BN863_31650	CDF80877.1	246	annotation not available
1347342.BN863_31660	CDF80878.1	127	annotation not available
1347342.BN863_31670	CDF80879.1	62	annotation not available
1347342.BN863_31680	CDF80880.1	309	annotation not available
1347342.BN863_31690	CDF80881.1	105	Belongs to the thioredoxin family. 
1347342.BN863_3170	BN863_3170	433	annotation not available
1347342.BN863_31700	CDF80882.1	1462	annotation not available
1347342.BN863_31710	CDF80883.1	166	annotation not available
1347342.BN863_31720	rpsP	174	Belongs to the bacterial ribosomal protein bS16 family. 
1347342.BN863_31730	rimM	176	An accessory protein needed during the final step in the assembly of 30S ribosomal subunit, possibly for assembly of the head region. Probably interacts with S19. Essential for efficient processing of 16S rRNA. May be needed both before and after RbfA during the maturation of 16S rRNA. It has affinity for free ribosomal 30S subunits but not for 70S ribosomes
1347342.BN863_31740	CDF80886.1	237	Specifically methylates the adenine in position 37 of tRNA(1)(Val) (anticodon cmo5UAC)
1347342.BN863_31750	CDF80887.1	392	annotation not available
1347342.BN863_31760	CDF80888.1	299	annotation not available
1347342.BN863_31770	CDF80889.1	398	annotation not available
1347342.BN863_31780	CDF80890.1	111	annotation not available
1347342.BN863_31790	CDF80891.1	353	annotation not available
1347342.BN863_3180	BN863_3180	356	annotation not available
1347342.BN863_31800	CDF80892.1	79	annotation not available
1347342.BN863_31810	CDF80893.1	378	Binds and transfers iron-sulfur (Fe-S) clusters to target apoproteins. Can hydrolyze ATP
1347342.BN863_31820	CDF80894.1	849	annotation not available
1347342.BN863_31830	CDF80895.1	115	annotation not available
1347342.BN863_31840	CDF80896.1	211	annotation not available
1347342.BN863_31850	CDF80897.1	242	annotation not available
1347342.BN863_31860	CDF80898.1	348	annotation not available
1347342.BN863_31870	CDF80899.1	347	annotation not available
1347342.BN863_31880	CDF80900.1	224	annotation not available
1347342.BN863_31890	CDF80901.1	89	annotation not available
1347342.BN863_3190	BN863_3190	1503	annotation not available
1347342.BN863_31900	CDF80902.1	326	annotation not available
1347342.BN863_31910	tyrS	434	Catalyzes the attachment of tyrosine to tRNA(Tyr) in a two- step reaction: tyrosine is first activated by ATP to form Tyr-AMP and then transferred to the acceptor end of tRNA(Tyr)
1347342.BN863_31920	CDF80904.1	335	annotation not available
1347342.BN863_31930	CDF80905.1	154	annotation not available
1347342.BN863_31940	CDF80906.1	448	annotation not available
1347342.BN863_31950	CDF80907.1	238	annotation not available
1347342.BN863_31960	CDF80908.1	215	annotation not available
1347342.BN863_31970	CDF80909.1	249	annotation not available
1347342.BN863_31980	pckA	538	Involved in the gluconeogenesis. Catalyzes the conversion of oxaloacetate (OAA) to phosphoenolpyruvate (PEP) through direct phosphoryl transfer between the nucleoside triphosphate and OAA. 
1347342.BN863_31990	CDF80911.1	131	annotation not available
1347342.BN863_320	mtgA	230	Peptidoglycan polymerase that catalyzes glycan chain elongation from lipid-linked precursors
1347342.BN863_3200	BN863_3200	488	annotation not available
1347342.BN863_32000	CDF80912.1	454	annotation not available
1347342.BN863_32010	CDF80913.1	156	annotation not available
1347342.BN863_32020	CDF80914.1	206	annotation not available
1347342.BN863_32030	CDF80915.1	231	annotation not available
1347342.BN863_32040	CDF80916.1	366	Belongs to the AlaDH/PNT family. 
1347342.BN863_32050	leuS	1086	Belongs to the class-I aminoacyl-tRNA synthetase family. 
1347342.BN863_32060	ftsX	292	Required for cell division and gliding motility. 
1347342.BN863_32070	CDF80919.1	203	annotation not available
1347342.BN863_32080	CDF80920.1	84	annotation not available
1347342.BN863_32090	uppP	264	Catalyzes the dephosphorylation of undecaprenyl diphosphate (UPP). Confers resistance to bacitracin
1347342.BN863_3210	ilvD	561	Belongs to the IlvD/Edd family
1347342.BN863_32100	truB	230	Responsible for synthesis of pseudouridine from uracil-55 in the psi GC loop of transfer RNAs
1347342.BN863_32110	CDF80923.1	260	annotation not available
1347342.BN863_32120	CDF80924.1	206	annotation not available
1347342.BN863_32130	CDF80925.1	187	annotation not available
1347342.BN863_32140	aat	207	Functions in the N-end rule pathway of protein degradation where it conjugates Leu, Phe and, less efficiently, Met from aminoacyl- tRNAs to the N-termini of proteins containing an N-terminal arginine or lysine
1347342.BN863_32150	CDF80927.1	124	annotation not available
1347342.BN863_32160	CDF80928.1	390	annotation not available
1347342.BN863_32170	CDF80929.1	129	annotation not available
1347342.BN863_32180	greA	157	Necessary for efficient RNA polymerase transcription elongation past template-encoded arresting sites. The arresting sites in DNA have the property of trapping a certain fraction of elongating RNA polymerases that pass through, resulting in locked ternary complexes. Cleavage of the nascent transcript by cleavage factors such as GreA or GreB allows the resumption of elongation from the new 3'terminus. GreA releases sequences of 2 to 3 nucleotides. 
1347342.BN863_32190	CDF80931.1	187	annotation not available
1347342.BN863_3220	BN863_3220	577	annotation not available
1347342.BN863_32200	CDF80932.1	730	annotation not available
1347342.BN863_32210	CDF80933.1	135	annotation not available
1347342.BN863_32220	CDF80934.1	517	annotation not available
1347342.BN863_32230	CDF80935.1	172	annotation not available
1347342.BN863_32240	CDF80936.1	210	annotation not available
1347342.BN863_32250	CDF80937.1	77	annotation not available
1347342.BN863_32260	CDF80938.1	241	Prenyltransferase that catalyzes the transfer of the geranylgeranyl moiety of geranylgeranyl diphosphate (GGPP) to the C3 hydroxyl of sn-glycerol-1-phosphate (G1P)
1347342.BN863_32270	CDF80939.1	208	Belongs to the P-Pant transferase superfamily. 
1347342.BN863_32280	ahcY	438	May play a key role in the regulation of the intracellular concentration of adenosylhomocysteine
1347342.BN863_32290	CDF80941.1	42	annotation not available
1347342.BN863_3230	BN863_3230	175	annotation not available
1347342.BN863_32300	CDF80942.1	173	annotation not available
1347342.BN863_32310	rpmA	86	Belongs to the bacterial ribosomal protein bL27 family. 
1347342.BN863_32320	rplU	206	This protein binds to 23S rRNA in the presence of protein L20
1347342.BN863_32330	CDF80945.1	439	annotation not available
1347342.BN863_32340	CDF80946.1	689	annotation not available
1347342.BN863_32350	CDF80947.1	291	annotation not available
1347342.BN863_32360	CDF80948.1	182	annotation not available
1347342.BN863_32370	CDF80949.1	262	annotation not available
1347342.BN863_32380	CDF80950.1	295	annotation not available
1347342.BN863_32390	CDF80951.1	164	annotation not available
1347342.BN863_3240	ilvC	492	Involved in the biosynthesis of branched-chain amino acids (BCAA). Catalyzes an alkyl-migration followed by a ketol-acid reduction of (S)-2-acetolactate (S2AL) to yield (R)-2,3-dihydroxy-isovalerate. In the isomerase reaction, S2AL is rearranged via a Mg-dependent methyl migration to produce 3-hydroxy-3-methyl-2-ketobutyrate (HMKB). In the reductase reaction, this 2-ketoacid undergoes a metal-dependent reduction by NADPH to yield (R)-2,3-dihydroxy-isovalerate. 
1347342.BN863_32400	CDF80952.1	434	annotation not available
1347342.BN863_32410	CDF80953.1	149	Plays an important role in DNA replication, recombination and repair. Binds to ssDNA and to an array of partner proteins to recruit them to their sites of action during DNA metabolism. 
1347342.BN863_32420	CDF80954.1	346	Adenine glycosylase active on G-A mispairs. 
1347342.BN863_32430	CDF80955.1	97	Belongs to the bacterial histone-like protein family. 
1347342.BN863_32440	CDF80956.1	514	annotation not available
1347342.BN863_32450	CDF80957.1	345	annotation not available
1347342.BN863_32460	CDF80958.1	726	annotation not available
1347342.BN863_32470	CDF80959.1	37	annotation not available
1347342.BN863_32480	CDF80960.1	861	annotation not available
1347342.BN863_32490	CDF80961.1	266	annotation not available
1347342.BN863_3250	ilvA	421	Catalyzes the anaerobic formation of alpha-ketobutyrate and ammonia from threonine in a two-step reaction. The first step involved a dehydration of threonine and a production of enamine intermediates (aminocrotonate), which tautomerizes to its imine form (iminobutyrate). Both intermediates are unstable and short-lived. The second step is the nonenzymatic hydrolysis of the enamine/imine intermediates to form 2- ketobutyrate and free ammonia. In the low water environment of the cell, the second step is accelerated by RidA. 
1347342.BN863_32500	CDF80962.1	67	annotation not available
1347342.BN863_32510	CDF80963.1	236	annotation not available
1347342.BN863_32520	CDF80964.1	87	annotation not available
1347342.BN863_32530	CDF80965.1	61	annotation not available
1347342.BN863_32540	CDF80966.1	320	annotation not available
1347342.BN863_32550	CDF80967.1	253	annotation not available
1347342.BN863_32560	CDF80968.1	1134	annotation not available
1347342.BN863_32570	glyQS	513	Catalyzes the attachment of glycine to tRNA(Gly). 
1347342.BN863_32580	CDF80970.1	208	annotation not available
1347342.BN863_32590	CDF80971.1	535	annotation not available
1347342.BN863_3260	BN863_3260	61	annotation not available
1347342.BN863_32600	CDF80972.1	259	annotation not available
1347342.BN863_32610	CDF80973.1	109	annotation not available
